customer_id,subscription_id,transaction_date,transaction_amount,subscription_status,country,product
CUST_000739,SUB_CUST_000739_202212,2024-03-01,72.99,active,United States,Professional
CUST_001360,SUB_CUST_001360_202403,2024-04-01,164.06,active,France,Business
CUST_000768,SUB_CUST_000768_202209,2023-02-01,25.77,active,United Kingdom,Starter
CUST_000387,SUB_CUST_000387_202309,2023-11-01,30.81,active,United States,Starter
CUST_000135,SUB_CUST_000135_202210,2022-10-06,26.07,active,United States,Starter
CUST_000498,SUB_CUST_000498_202201,2022-12-01,90.95,active,United States,Professional
CUST_000169,SUB_CUST_000169_202204,2024-09-01,34.48,active,Canada,Starter
CUST_001896,SUB_CUST_001896_202206,2022-10-01,29.16,active,United States,Starter
CUST_001623,SUB_CUST_001623_202211,2024-05-01,87.38,active,United Kingdom,Professional
CUST_001390,SUB_CUST_001390_202208,2023-06-01,29.46,cancelled,Canada,Starter
CUST_001355,SUB_CUST_001355_202207,2022-07-29,29.48,active,United Kingdom,Starter
CUST_001475,SUB_CUST_001475_202408,2024-09-01,451.68,active,United Kingdom,Enterprise
CUST_000876,SUB_CUST_000876_202212,2023-08-01,409.56,active,Australia,Enterprise
CUST_001703,SUB_CUST_001703_202305,2023-08-01,82.22,active,United States,Professional
CUST_000844,SUB_CUST_000844_202301,2023-07-01,31.13,active,Canada,Starter
CUST_001441,SUB_CUST_001441_202302,2024-01-01,24.67,active,Other,Starter
CUST_001657,SUB_CUST_001657_202312,2024-02-01,145.09,cancelled,Australia,Business
CUST_000295,SUB_CUST_000295_202312,2023-12-01,70.07,active,Australia,Professional
CUST_001008,SUB_CUST_001008_202211,2023-01-01,27.62,cancelled,Australia,Starter
CUST_001267,SUB_CUST_001267_202304,2023-05-01,171.93,active,France,Business
CUST_000880,SUB_CUST_000880_202307,2024-03-01,33.15,active,Other,Starter
CUST_000460,SUB_CUST_000460_202304,2023-04-22,72.35,cancelled,United States,Professional
CUST_001834,SUB_CUST_001834_202311,2024-03-01,143.8,active,United States,Business
CUST_001616,SUB_CUST_001616_202209,2024-12-01,33.94,active,Canada,Starter
CUST_001077,SUB_CUST_001077_202404,2024-05-01,68.23,active,United States,Professional
CUST_000188,SUB_CUST_000188_202209,2023-04-01,341.22,active,United States,Enterprise
CUST_001334,SUB_CUST_001334_202309,2023-10-01,25.62,active,United States,Starter
CUST_000190,SUB_CUST_000190_202302,2023-10-01,26.45,active,United States,Starter
CUST_000494,SUB_CUST_000494_202404,2024-06-01,29.46,active,United Kingdom,Starter
CUST_000464,SUB_CUST_000464_202210,2022-12-01,136.35,cancelled,Germany,Business
CUST_000581,SUB_CUST_000581_202407,2024-10-01,25.84,active,Other,Starter
CUST_001706,SUB_CUST_001706_202410,2024-11-01,85.71,active,United States,Professional
CUST_000273,SUB_CUST_000273_202410,2024-11-01,25.13,active,United States,Starter
CUST_000692,SUB_CUST_000692_202310,2024-07-01,32.91,active,Canada,Starter
CUST_001556,SUB_CUST_001556_202308,2023-11-01,166.69,active,United Kingdom,Business
CUST_001810,SUB_CUST_001810_202305,2023-12-01,435.92,active,Canada,Enterprise
CUST_000370,SUB_CUST_000370_202306,2023-11-01,25.6,active,Canada,Starter
CUST_000363,SUB_CUST_000363_202208,2023-02-01,414.53,active,United States,Enterprise
CUST_000334,SUB_CUST_000334_202209,2023-07-01,32.02,active,United States,Starter
CUST_001361,SUB_CUST_001361_202301,2023-04-01,32.78,active,France,Starter
CUST_000300,SUB_CUST_000300_202211,2023-09-01,165.92,active,Canada,Business
CUST_000481,SUB_CUST_000481_202304,2023-12-01,78.32,active,United States,Professional
CUST_001724,SUB_CUST_001724_202206,2022-09-01,87.86,active,Australia,Professional
CUST_000614,SUB_CUST_000614_202207,2022-12-01,410.19,active,United States,Enterprise
CUST_000379,SUB_CUST_000379_202302,2023-05-01,77.06,active,United States,Professional
CUST_000870,SUB_CUST_000870_202407,2024-12-01,30.44,active,Canada,Starter
CUST_000806,SUB_CUST_000806_202307,2023-07-14,86.41,active,United States,Professional
CUST_000351,SUB_CUST_000351_202303,2023-04-01,29.43,active,United Kingdom,Starter
CUST_000228,SUB_CUST_000228_202310,2024-05-01,442.9,active,Canada,Enterprise
CUST_001761,SUB_CUST_001761_202312,2023-12-01,25.49,active,United States,Starter
CUST_000498,SUB_CUST_000498_202201,2024-06-01,89.16,active,United States,Professional
CUST_001488,SUB_CUST_001488_202212,2024-05-01,412.6,active,United States,Enterprise
CUST_001986,SUB_CUST_001986_202402,2024-07-01,66.73,active,United States,Professional
CUST_000918,SUB_CUST_000918_202311,2024-07-01,462.31,active,United States,Enterprise
CUST_000877,SUB_CUST_000877_202311,2024-11-01,73.78,active,United States,Professional
CUST_001308,SUB_CUST_001308_202302,2024-02-01,27.86,active,United Kingdom,Starter
CUST_000179,SUB_CUST_000179_202308,2024-06-01,78.51,cancelled,United States,Professional
CUST_001511,SUB_CUST_001511_202307,2023-09-01,84.32,active,Other,Professional
CUST_001345,SUB_CUST_001345_202303,2023-06-01,67.54,cancelled,United Kingdom,Professional
CUST_001618,SUB_CUST_001618_202305,2024-01-01,458.94,active,United Kingdom,Enterprise
CUST_000765,SUB_CUST_000765_202312,2024-05-01,75.91,active,United States,Professional
CUST_000617,SUB_CUST_000617_202208,2022-10-01,169.16,active,United States,Business
CUST_000866,SUB_CUST_000866_202208,2022-10-01,25.48,cancelled,Canada,Starter
CUST_001043,SUB_CUST_001043_202401,2024-01-01,90.04,active,United Kingdom,Professional
CUST_000257,SUB_CUST_000257_202401,2024-01-01,29.75,active,Canada,Starter
CUST_001857,SUB_CUST_001857_202207,2023-08-01,81.38,active,Canada,Professional
CUST_001924,SUB_CUST_001924_202301,2023-05-01,26.52,active,United States,Starter
CUST_001530,SUB_CUST_001530_202306,2024-12-01,28.49,active,United States,Starter
CUST_000484,SUB_CUST_000484_202205,2024-11-01,79.78,active,Canada,Professional
CUST_001666,SUB_CUST_001666_202409,2024-11-01,158.78,active,United States,Business
CUST_001639,SUB_CUST_001639_202304,2024-07-01,89.06,active,United States,Professional
CUST_000823,SUB_CUST_000823_202207,2022-12-01,34.67,active,United States,Starter
CUST_001374,SUB_CUST_001374_202306,2024-02-01,25.15,active,France,Starter
CUST_001781,SUB_CUST_001781_202407,2024-11-01,133.35,active,Australia,Business
CUST_000225,SUB_CUST_000225_202304,2023-06-01,30.15,active,United States,Starter
CUST_001310,SUB_CUST_001310_202211,2022-12-01,29.78,cancelled,Canada,Starter
CUST_000381,SUB_CUST_000381_202309,2023-10-01,30.7,active,United States,Starter
CUST_000539,SUB_CUST_000539_202301,2024-01-01,460.52,cancelled,United Kingdom,Enterprise
CUST_000794,SUB_CUST_000794_202403,2024-04-01,25.44,active,Germany,Starter
CUST_001699,SUB_CUST_001699_202310,2024-02-01,145.57,active,France,Business
CUST_000044,SUB_CUST_000044_202301,2024-10-01,30.4,active,Canada,Starter
CUST_001424,SUB_CUST_001424_202204,2022-08-01,454.27,active,United States,Enterprise
CUST_001192,SUB_CUST_001192_202212,2023-07-01,71.12,active,United Kingdom,Professional
CUST_000208,SUB_CUST_000208_202304,2023-11-01,27.42,cancelled,United States,Starter
CUST_001295,SUB_CUST_001295_202310,2024-08-01,88.65,active,United States,Professional
CUST_001540,SUB_CUST_001540_202305,2023-08-01,150.1,active,Canada,Business
CUST_001925,SUB_CUST_001925_202306,2023-07-01,26.3,active,United States,Starter
CUST_000847,SUB_CUST_000847_202403,2024-05-01,84.92,active,United Kingdom,Professional
CUST_001801,SUB_CUST_001801_202311,2023-12-01,25.57,active,United States,Starter
CUST_000073,SUB_CUST_000073_202312,2023-12-22,25.15,active,United States,Starter
CUST_000106,SUB_CUST_000106_202206,2024-10-01,32.43,cancelled,United States,Starter
CUST_001833,SUB_CUST_001833_202301,2023-03-01,171.94,active,United Kingdom,Business
CUST_001602,SUB_CUST_001602_202301,2023-03-01,146.73,active,United Kingdom,Business
CUST_001672,SUB_CUST_001672_202405,2024-12-01,27.66,active,Canada,Starter
CUST_001555,SUB_CUST_001555_202404,2024-07-01,26.6,active,France,Starter
CUST_001409,SUB_CUST_001409_202306,2023-09-01,85.79,active,United States,Professional
CUST_000349,SUB_CUST_000349_202301,2024-02-01,26.01,active,Canada,Starter
CUST_000645,SUB_CUST_000645_202302,2023-05-01,84.15,active,Australia,Professional
CUST_001843,SUB_CUST_001843_202209,2022-11-01,25.85,active,United States,Starter
CUST_000545,SUB_CUST_000545_202209,2024-04-01,29.47,active,Germany,Starter
CUST_000967,SUB_CUST_000967_202305,2024-08-01,359.55,active,Canada,Enterprise
CUST_000548,SUB_CUST_000548_202311,2023-12-01,32.49,active,Australia,Starter
CUST_000415,SUB_CUST_000415_202407,2024-08-01,26.97,active,United States,Starter
CUST_001266,SUB_CUST_001266_202406,2024-11-01,32.68,cancelled,Australia,Starter
CUST_000029,SUB_CUST_000029_202304,2024-09-01,27.65,active,United States,Starter
CUST_000975,SUB_CUST_000975_202312,2024-03-01,151.84,cancelled,United States,Business
CUST_000287,SUB_CUST_000287_202201,2022-04-01,25.69,cancelled,United States,Starter
CUST_000510,SUB_CUST_000510_202208,2024-06-01,330.1,active,United States,Enterprise
CUST_001225,SUB_CUST_001225_202301,2023-03-01,25.27,active,Canada,Starter
CUST_001344,SUB_CUST_001344_202209,2022-09-13,148.58,active,Other,Business
CUST_001072,SUB_CUST_001072_202210,2022-10-01,70.87,active,Australia,Professional
CUST_001381,SUB_CUST_001381_202302,2023-05-01,28.66,active,United Kingdom,Starter
CUST_000533,SUB_CUST_000533_202305,2023-06-01,86.16,active,United States,Professional
CUST_000622,SUB_CUST_000622_202406,2024-07-01,30.88,active,United States,Starter
CUST_000458,SUB_CUST_000458_202302,2023-03-01,164.82,active,United States,Business
CUST_000349,SUB_CUST_000349_202301,2023-08-01,25.93,active,,Starter
CUST_001238,SUB_CUST_001238_202407,2024-08-01,27.04,active,Canada,Starter
CUST_001565,SUB_CUST_001565_202401,2024-03-01,81.6,active,United Kingdom,Professional
CUST_000200,SUB_CUST_000200_202406,2024-12-01,77.16,active,Australia,Professional
CUST_001328,SUB_CUST_001328_202312,2023-12-28,440.59,cancelled,Germany,Enterprise
CUST_001464,SUB_CUST_001464_202208,2024-03-01,126.74,active,France,Business
CUST_001100,SUB_CUST_001100_202306,2023-08-01,87.43,cancelled,United Kingdom,Professional
CUST_000352,SUB_CUST_000352_202305,2024-12-01,30.11,active,Australia,Starter
CUST_000714,SUB_CUST_000714_202301,2023-01-12,155.32,active,Australia,Business
CUST_000028,SUB_CUST_000028_202311,2024-01-01,147.32,active,Germany,Business
CUST_001267,SUB_CUST_001267_202208,2022-08-22,173.53,active,France,Business
CUST_000025,SUB_CUST_000025_202404,2024-08-01,136.89,active,United States,Business
CUST_001164,SUB_CUST_001164_202212,2023-02-01,91.46,active,Australia,Professional
CUST_000205,SUB_CUST_000205_202404,2024-07-01,24.49,active,France,Starter
CUST_001085,SUB_CUST_001085_202404,2024-07-01,27.91,active,Canada,Starter
CUST_001392,SUB_CUST_001392_202302,2024-06-01,139.68,active,United Kingdom,Business
CUST_000354,SUB_CUST_000354_202209,2023-02-01,73.58,active,United States,Professional
CUST_001093,SUB_CUST_001093_202205,2024-02-01,33.84,active,United States,Starter
CUST_000245,SUB_CUST_000245_202206,2022-06-18,415.93,active,Germany,Enterprise
CUST_001014,SUB_CUST_001014_202303,2024-02-01,31.14,cancelled,United Kingdom,Starter
CUST_000388,SUB_CUST_000388_202207,2023-07-01,81.08,active,United Kingdom,Professional
CUST_000952,SUB_CUST_000952_202403,2024-04-01,29.67,active,Other,Starter
CUST_000768,SUB_CUST_000768_202209,2024-04-01,27.1,active,United Kingdom,Starter
CUST_000102,SUB_CUST_000102_202303,2024-06-01,31.26,active,Canada,Starter
CUST_000834,SUB_CUST_000834_202403,2024-05-01,31.33,active,Other,Starter
CUST_001859,SUB_CUST_001859_202309,2024-02-01,28.49,active,France,Starter
CUST_000311,SUB_CUST_000311_202206,2022-06-30,73.01,active,Canada,Professional
CUST_000314,SUB_CUST_000314_202208,2024-09-01,76.67,active,Australia,Professional
CUST_000614,SUB_CUST_000614_202207,2023-10-01,436.39,active,United States,Enterprise
CUST_000967,SUB_CUST_000967_202305,2024-11-01,370.26,cancelled,Canada,Enterprise
CUST_001202,SUB_CUST_001202_202303,2023-03-24,138.37,active,United States,Business
CUST_000551,SUB_CUST_000551_202211,2023-05-01,142.66,active,United Kingdom,Business
CUST_000265,SUB_CUST_000265_202408,2024-09-01,26.79,active,United States,Starter
CUST_001699,SUB_CUST_001699_202310,2024-03-01,146.21,cancelled,France,Business
CUST_001105,SUB_CUST_001105_202210,2022-11-01,66.77,active,Other,Professional
CUST_000140,SUB_CUST_000140_202310,2023-10-19,144.83,active,Germany,Business
CUST_001763,SUB_CUST_001763_202404,2024-10-01,25.19,active,Germany,Starter
CUST_001062,SUB_CUST_001062_202302,2023-08-01,67.54,active,United States,Professional
CUST_000523,SUB_CUST_000523_202301,2023-02-01,441.19,active,United States,Enterprise
CUST_001793,SUB_CUST_001793_202309,2024-07-01,87.36,active,United States,Professional
CUST_001928,SUB_CUST_001928_202406,2024-09-01,28.22,active,United States,Starter
CUST_001209,SUB_CUST_001209_202402,2024-09-01,90.99,active,United States,Professional
CUST_000188,SUB_CUST_000188_202209,2023-08-01,353.82,active,United States,Enterprise
CUST_001749,SUB_CUST_001749_202303,2023-04-01,30.03,active,Other,Starter
CUST_000687,SUB_CUST_000687_202309,2024-06-01,26.72,active,Canada,Starter
CUST_001730,SUB_CUST_001730_202310,2024-10-01,30.86,active,Other,Starter
CUST_001391,SUB_CUST_001391_202410,2024-11-01,88.27,active,Canada,Professional
CUST_000187,SUB_CUST_000187_202309,2024-06-01,74.56,active,United Kingdom,Professional
CUST_001639,SUB_CUST_001639_202304,2023-08-01,87.06,active,United States,Professional
CUST_001604,SUB_CUST_001604_202403,2024-12-01,437.58,active,United States,Enterprise
CUST_001077,SUB_CUST_001077_202310,2023-12-01,71.27,cancelled,United States,Professional
CUST_000364,SUB_CUST_000364_202307,2023-07-01,161.49,active,Canada,Business
CUST_001169,SUB_CUST_001169_202401,2024-01-01,71.57,active,France,Professional
CUST_001531,SUB_CUST_001531_202306,2023-11-01,78.39,active,United States,Professional
CUST_000518,SUB_CUST_000518_202209,2022-11-01,65.53,active,France,Professional
CUST_000772,SUB_CUST_000772_202402,2024-02-15,24.14,active,United Kingdom,Starter
CUST_000242,SUB_CUST_000242_202301,2023-12-01,66.91,active,Other,Professional
CUST_001394,SUB_CUST_001394_202206,2022-06-24,26.09,active,United States,Starter
CUST_000955,SUB_CUST_000955_202307,2024-04-01,27.73,active,Germany,Starter
CUST_000660,SUB_CUST_000660_202406,2024-12-01,446.29,active,United States,Enterprise
CUST_000814,SUB_CUST_000814_202311,2023-12-01,136.62,active,United Kingdom,Business
CUST_001922,SUB_CUST_001922_202311,2024-10-01,152.13,cancelled,Canada,Business
CUST_001286,SUB_CUST_001286_202308,2024-05-01,67.87,cancelled,United States,Professional
CUST_001148,SUB_CUST_001148_202211,2023-05-01,68.13,cancelled,Germany,Professional
CUST_000854,SUB_CUST_000854_202404,2024-10-01,34.8,cancelled,United States,Starter
CUST_001294,SUB_CUST_001294_202402,2024-02-01,70.36,active,United States,Professional
CUST_001770,SUB_CUST_001770_202406,2024-06-27,25.09,active,Canada,Starter
CUST_001348,SUB_CUST_001348_202206,2023-11-01,72.44,active,United Kingdom,Professional
CUST_000593,SUB_CUST_000593_202406,2024-12-01,146.21,active,United States,Business
CUST_001843,SUB_CUST_001843_202209,2024-08-01,27.05,active,United States,Starter
CUST_001833,SUB_CUST_001833_202301,2023-01-23,167.72,active,United Kingdom,Business
CUST_000133,SUB_CUST_000133_202408,2024-09-01,27.65,active,United States,Starter
CUST_000408,SUB_CUST_000408_202407,2024-12-01,82.09,cancelled,United Kingdom,Professional
CUST_001235,SUB_CUST_001235_202403,2024-12-01,31.03,active,United States,Starter
CUST_001810,SUB_CUST_001810_202305,2024-01-01,430.84,cancelled,Canada,Enterprise
CUST_000921,SUB_CUST_000921_202204,2022-04-08,80.31,active,United Kingdom,Professional
CUST_000197,SUB_CUST_000197_202206,2023-11-01,25.75,active,United States,Starter
CUST_001535,SUB_CUST_001535_202402,2024-08-01,77.64,active,United States,Professional
CUST_000256,SUB_CUST_000256_202211,2022-11-01,25.96,active,United Kingdom,Starter
CUST_001486,SUB_CUST_001486_202303,2024-04-01,76.25,active,United Kingdom,Professional
CUST_001119,SUB_CUST_001119_202303,2024-09-01,26.6,active,United Kingdom,Starter
CUST_001210,SUB_CUST_001210_202409,2024-12-01,27.56,active,Other,Starter
CUST_001361,SUB_CUST_001361_202301,2024-12-01,32.54,active,France,Starter
CUST_001744,SUB_CUST_001744_202312,2024-09-01,28.03,active,United States,Starter
CUST_000707,SUB_CUST_000707_202309,2024-03-01,84.17,active,United States,Professional
CUST_000048,SUB_CUST_000048_202307,2024-04-01,71.85,active,Australia,Professional
CUST_001450,SUB_CUST_001450_202308,2024-01-01,33.96,active,France,Starter
CUST_001573,SUB_CUST_001573_202303,2023-09-01,338.04,active,Canada,Enterprise
CUST_000022,SUB_CUST_000022_202412,2024-12-01,76.44,active,Other,Professional
CUST_001265,SUB_CUST_001265_202302,2023-11-01,170.34,cancelled,Canada,Business
CUST_001874,SUB_CUST_001874_202211,2024-10-01,31.81,active,France,Starter
CUST_000426,SUB_CUST_000426_202410,2024-11-01,25.82,active,United States,Starter
CUST_001819,SUB_CUST_001819_202212,2023-07-01,80.96,active,United States,Professional
CUST_000377,SUB_CUST_000377_202308,2024-11-01,470.48,active,Canada,Enterprise
CUST_001071,SUB_CUST_001071_202206,2022-06-01,25.8,active,Germany,Starter
CUST_000805,SUB_CUST_000805_202208,2023-11-01,75.1,active,United States,Professional
CUST_000126,SUB_CUST_000126_202209,2023-10-01,375.83,active,United States,Enterprise
CUST_000366,SUB_CUST_000366_202312,2024-01-01,27.41,active,United Kingdom,Starter
CUST_000739,SUB_CUST_000739_202212,2023-02-01,73.12,active,United States,Professional
CUST_000967,SUB_CUST_000967_202305,2024-06-01,365.7,active,Canada,Enterprise
CUST_001803,SUB_CUST_001803_202310,2024-03-01,81.6,active,Australia,Professional
CUST_001412,SUB_CUST_001412_202304,2023-10-01,378.59,active,United States,Enterprise
CUST_000388,SUB_CUST_000388_202207,2023-12-01,80.89,active,United Kingdom,Professional
CUST_000183,SUB_CUST_000183_202312,2023-12-01,27.88,active,United Kingdom,Starter
CUST_000708,SUB_CUST_000708_202212,2023-06-01,141.31,active,United States,Business
CUST_000964,SUB_CUST_000964_202307,2023-07-14,66.11,active,United States,Professional
CUST_000310,SUB_CUST_000310_202212,2023-09-01,71.43,cancelled,Other,Professional
CUST_001725,SUB_CUST_001725_202401,2024-02-01,30.65,active,Australia,Starter
CUST_001567,SUB_CUST_001567_202203,2022-07-01,164.88,cancelled,Other,Business
CUST_000217,SUB_CUST_000217_202302,2023-02-01,30.19,active,United States,Starter
CUST_001829,SUB_CUST_001829_202309,2024-10-01,29.55,active,Germany,Starter
CUST_000763,SUB_CUST_000763_202203,2022-04-01,165.4,active,United States,Business
CUST_000327,SUB_CUST_000327_202403,2024-04-01,162.37,cancelled,Canada,Business
CUST_001155,SUB_CUST_001155_202206,2022-06-22,144.09,cancelled,United States,Business
CUST_000249,SUB_CUST_000249_202311,2024-12-01,161.91,active,United States,Business
CUST_000692,SUB_CUST_000692_202310,2024-06-01,34.1,active,Canada,Starter
CUST_000199,SUB_CUST_000199_202311,2024-02-01,30.78,active,Canada,Starter
